,Mkt-RF,SMB,HML,RF,
10/25/2010,0.0031,0.0047,-0.0052,0.00001,
10/26/2010,0.0002,0.0001,-0.0017,0.00001,
10/27/2010,-0.0024,-0.0018,-0.0022,0.00001,
10/28/2010,0.0008,-0.006,-0.0006,0.00001,
10/29/2010,0.0007,0.0033,-0.0011,0.00001,
11/01/2010,-0.0001,-0.0065,-0.0021,0.00001,
11/02/2010,0.009,0.0134,-0.0017,0.00001,
11/03/2010,0.0038,-0.0006,0.0017,0.00001,
11/04/2010,0.0194,0.0047,0.0105,0.00001,
11/05/2010,0.0041,-0.001,0.0068,0.00001,
11/08/2010,-0.0012,0.0045,-0.0048,0.00001,
11/09/2010,-0.0078,-0.0041,-0.0049,0.00001,
11/10/2010,0.0053,0.0058,0.0055,0.00001,
11/11/2010,-0.0035,-0.0006,-0.0007,0.00001,
11/12/2010,-0.0129,-0.0049,-0.0006,0.00001,
11/15/2010,-0.0009,0.002,0.0032,0.00001,
11/16/2010,-0.0158,-0.0034,-0.0015,0.00001,
11/17/2010,0.0007,0.0034,-0.0029,0.00001,
11/18/2010,0.0157,0.0031,-0.003,0.00001,
11/19/2010,0.0031,0.0021,-0.0018,0.00001,
11/22/2010,-0.0002,0.006,-0.0094,0.00001,
11/23/2010,-0.0138,0.0048,-0.0029,0.00001,
11/24/2010,0.0159,0.0066,0.0003,0.00001,
11/26/2010,-0.0067,0.003,-0.0035,0.00001,
11/29/2010,-0.0013,0.0001,0.0042,0.00001,
11/30/2010,-0.0059,-0.0021,-0.0003,0.00001,
12/01/2010,0.0212,-0.0009,0.0001,0.00001,
12/02/2010,0.0123,-0.0031,0.0066,0.00001,
12/03/2010,0.0035,0.0039,0.0005,0.00001,
12/06/2010,-0.0003,0.0076,-0.0006,0.00001,
12/07/2010,0.001,0.0036,-0.0001,0.00001,
12/08/2010,0.0032,-0.0051,0.0062,0.00001,
12/09/2010,0.0042,-0.0001,0.0065,0.00001,
12/10/2010,0.0067,0.0044,0.0024,0.00001,
12/13/2010,-0.0008,-0.0058,0.0007,0.00001,
12/14/2010,0.0009,-0.0004,-0.0011,0.00001,
12/15/2010,-0.0049,0.002,-0.0055,0.00001,
12/16/2010,0.007,0.0043,-0.0011,0.00001,
12/17/2010,0.0015,0.0015,-0.0013,0.00001,
12/20/2010,0.0023,0.0001,0.0033,0.00001,
12/21/2010,0.0068,0.0035,0.0073,0.00001,
12/22/2010,0.0029,-0.0039,0.0082,0.00001,
12/23/2010,-0.0016,0.0007,-0.0032,0.00001,
12/27/2010,0.0008,0.0022,0.0044,0.00001,
12/28/2010,0,-0.0043,0.0018,0.00001,
12/29/2010,0.0017,0.0011,-0.0016,0.00001,
12/30/2010,-0.0011,0.0014,-0.0003,0.00001,
12/31/2010,-0.001,-0.0064,0.0023,0.00001,
01/03/2011,0.0118,0.0053,0.0079,0,
01/04/2011,-0.0026,-0.0138,0.0011,0,
01/05/2011,0.0059,0.0061,0.0014,0,
01/06/2011,-0.0015,-0.0006,-0.0032,0,
01/07/2011,-0.0021,-0.0026,-0.0031,0,
01/10/2011,-0.0002,0.0056,-0.0015,0,
01/11/2011,0.0039,0.0012,0.0022,0,
01/12/2011,0.0087,-0.0006,0.0025,0,
01/13/2011,-0.0017,0.0013,-0.0038,0,
01/14/2011,0.0069,0.0002,0.0049,0,
01/18/2011,0.0018,0.0007,-0.0042,0,
01/19/2011,-0.0124,-0.0137,-0.0054,0,
01/20/2011,-0.003,-0.0104,0.0076,0,
01/21/2011,0.0011,-0.0089,0.0056,0,
01/24/2011,0.0065,0.0031,-0.0022,0,
01/25/2011,0.0002,-0.0002,0.001,0,
01/26/2011,0.006,0.0137,-0.0022,0,
01/27/2011,0.0026,-0.0009,0.0029,0,
01/28/2011,-0.0188,-0.0088,-0.0003,0,
01/31/2011,0.0071,-0.0001,-0.0027,0,
02/01/2011,0.0175,0.005,0.0053,0.00001,
02/02/2011,-0.0026,-0.0008,-0.004,0.00001,
02/03/2011,0.0026,-0.0006,-0.001,0.00001,
02/04/2011,0.0029,0.0009,-0.0056,0.00001,
02/07/2011,0.007,0.0027,0.0059,0.00001,
02/08/2011,0.0048,0.0023,0,0.00001,
02/09/2011,-0.0031,-0.002,-0.0009,0.00001,
02/10/2011,0.0012,0.0035,-0.003,0.00001,
02/11/2011,0.0067,0.0042,0.0051,0.00001,
02/14/2011,0.003,0.0022,-0.0015,0.00001,
02/15/2011,-0.0038,-0.0037,0.003,0.00001,
02/16/2011,0.0068,0.0038,0.0026,0.00001,
02/17/2011,0.0037,0.0038,0.0021,0.00001,
02/18/2011,0.0012,-0.0014,-0.0003,0.00001,
02/22/2011,-0.0219,-0.0053,-0.0035,0.00001,
02/23/2011,-0.0078,-0.0118,0.004,0.00001,
02/24/2011,0.0004,0.0072,-0.0032,0.00001,
02/25/2011,0.0122,0.0101,0.0022,0.00001,
02/28/2011,0.0042,-0.0045,0.0027,0.00001,
03/01/2011,-0.0158,-0.003,-0.0006,0,
03/02/2011,0.0028,0.0033,-0.0023,0,
03/03/2011,0.0176,0.0045,-0.0004,0,
03/04/2011,-0.0067,0.003,-0.0053,0,
03/07/2011,-0.0096,-0.0072,0.0012,0,
03/08/2011,0.0097,0.0046,0.0067,0,
03/09/2011,-0.0017,-0.0026,0.0032,0,
03/10/2011,-0.0193,-0.0074,-0.0031,0,
03/11/2011,0.0069,-0.0034,0.0014,0,
03/14/2011,-0.0059,0.001,-0.004,0,
03/15/2011,-0.0105,0.0027,-0.0014,0,
03/16/2011,-0.0177,0.0064,-0.0007,0,
03/17/2011,0.0112,-0.0082,0.0058,0,
03/18/2011,0.0049,0.0058,0.0023,0,
03/21/2011,0.0158,0.0096,-0.0026,0,
03/22/2011,-0.0034,-0.0009,-0.0004,0,
03/23/2011,0.0031,0.0016,-0.0039,0,
03/24/2011,0.0096,-0.0011,-0.0042,0,
03/25/2011,0.0041,0.0043,-0.0004,0,
03/28/2011,-0.0035,0.0005,-0.0018,0,
03/29/2011,0.0074,0.0026,-0.0019,0,
03/30/2011,0.0079,0.0043,0.0008,0,
03/31/2011,-0.0011,0.0059,-0.0031,0,
04/01/2011,0.0052,-0.001,0.0024,0,
04/04/2011,0.0009,0.0025,-0.0011,0,
04/05/2011,0.0008,0.0047,-0.002,0,
04/06/2011,0.0021,-0.002,0.006,0,
04/07/2011,-0.002,-0.0021,-0.0016,0,
04/08/2011,-0.0047,-0.0056,-0.0027,0,
04/11/2011,-0.0039,-0.0065,-0.0011,0,
04/12/2011,-0.0084,-0.0066,0.0003,0,
04/13/2011,0.0011,0.0015,-0.0068,0,
04/14/2011,0,0.0037,-0.0035,0,
04/15/2011,0.0044,0.0058,-0.0006,0,
04/18/2011,-0.0115,-0.0039,-0.0034,0,
04/19/2011,0.005,-0.0035,-0.0016,0,
04/20/2011,0.0145,0.0061,-0.0061,0,
04/21/2011,0.0056,0.0032,-0.0006,0,
04/25/2011,-0.0016,-0.0006,-0.0004,0,
04/26/2011,0.0089,0.0015,-0.0003,0,
04/27/2011,0.0066,-0.0008,-0.0023,0,
04/28/2011,0.0032,-0.0014,0.0012,0,
04/29/2011,0.0029,0.0021,-0.0005,0,
05/02/2011,-0.0028,-0.009,-0.0014,0,
05/03/2011,-0.005,-0.0101,0.0044,0,
05/04/2011,-0.0074,-0.0055,-0.0015,0,
05/05/2011,-0.0082,0.0051,-0.0033,0,
05/06/2011,0.0046,0.0004,-0.0017,0,
05/09/2011,0.0055,0.0067,-0.0043,0,
05/10/2011,0.0086,0.0066,0.0023,0,
05/11/2011,-0.0109,-0.0062,-0.0043,0,
05/12/2011,0.0052,0.0036,-0.0043,0,
05/13/2011,-0.0088,-0.0046,-0.0032,0,
05/16/2011,-0.0076,-0.01,0.0044,0,
05/17/2011,-0.0011,-0.0048,0.0012,0,
05/18/2011,0.0102,0.0068,-0.003,0,
05/19/2011,0.0022,-0.0003,-0.0012,0,
05/20/2011,-0.0073,0.0008,-0.0021,0,
05/23/2011,-0.0129,-0.0053,0.0001,0,
05/24/2011,-0.0014,-0.0029,-0.0001,0,
05/25/2011,0.0045,0.0102,-0.0036,0,
05/26/2011,0.0052,0.0066,-0.0015,0,
05/27/2011,0.0049,0.0018,0.0023,0,
05/31/2011,0.0104,0.0042,-0.0006,0,
06/01/2011,-0.0233,-0.0075,-0.0025,0,
06/02/2011,-0.001,-0.0003,0.0012,0,
06/03/2011,-0.011,-0.0055,0.0018,0,
06/06/2011,-0.0118,-0.0027,-0.0033,0,
06/07/2011,-0.0004,0.0031,-0.0012,0,
06/08/2011,-0.0054,-0.0073,0.0004,0,
06/09/2011,0.0075,-0.0007,0.0002,0,
06/10/2011,-0.0137,-0.0024,0.0044,0,
06/13/2011,0.0001,-0.0055,0.0037,0,
06/14/2011,0.0136,0.0105,-0.0038,0,
06/15/2011,-0.0172,-0.0002,-0.0015,0,
06/16/2011,0.0012,-0.0008,0.0043,0,
06/17/2011,0.0025,-0.0039,0.0065,0,
06/20/2011,0.0058,0.0038,-0.0008,0,
06/21/2011,0.0152,0.0095,-0.0039,0,
06/22/2011,-0.0062,-0.0009,0.0007,0,
06/23/2011,-0.0014,0.0064,-0.0083,0,
06/24/2011,-0.011,0.0045,0.0013,0,
06/27/2011,0.0089,0.0004,-0.0005,0,
06/28/2011,0.0136,0.0041,-0.0053,0,
06/29/2011,0.0077,-0.0069,0.0066,0,
06/30/2011,0.0099,0.0017,-0.0025,0,
07/01/2011,0.0145,-0.0003,0.0014,0,
07/05/2011,-0.0008,0.0021,-0.0084,0,
07/06/2011,0.0018,0.0042,-0.0056,0,
07/07/2011,0.011,0.0048,0.0009,0,
07/08/2011,-0.0067,-0.0001,-0.0042,0,
07/11/2011,-0.0191,-0.0014,-0.0028,0,
07/12/2011,-0.0045,0.0005,0.0045,0,
07/13/2011,0.0045,0.0057,-0.0012,0,
07/14/2011,-0.0082,-0.008,0.0012,0,
07/15/2011,0.0058,0.0011,-0.0052,0,
07/18/2011,-0.0094,-0.0059,-0.0037,0,
07/19/2011,0.0172,0.0057,-0.0067,0,
07/20/2011,-0.001,-0.003,0.0073,0,
07/21/2011,0.0129,-0.0035,0.0106,0,
07/22/2011,0.001,-0.001,-0.0074,0,
07/25/2011,-0.0068,-0.0058,0.0009,0,
07/26/2011,-0.0047,-0.0038,0.0015,0,
07/27/2011,-0.0216,-0.0081,0.0043,0,
07/28/2011,-0.0031,0.0015,-0.0012,0,
07/29/2011,-0.0056,0.0023,0.0011,0,
08/01/2011,-0.004,-0.0018,0.0021,0,
08/02/2011,-0.0268,-0.0049,0.0015,0,
08/03/2011,0.0058,0.0027,-0.0033,0,
08/04/2011,-0.0504,-0.0083,0.0031,0,
08/05/2011,-0.0036,-0.0123,-0.0046,0,
08/08/2011,-0.0697,-0.0145,-0.0156,0,
08/09/2011,0.0497,0.0093,0.0066,0,
08/10/2011,-0.043,-0.0055,-0.0149,0,
08/11/2011,0.0472,0.0032,0.0061,0,
08/12/2011,0.0054,-0.0019,-0.0148,0,
08/15/2011,0.0225,0.0044,0.0099,0,
08/16/2011,-0.0107,-0.0079,-0.001,0,
08/17/2011,-0.0001,-0.0033,0.0071,0,
08/18/2011,-0.0465,-0.0102,0.0058,0,
08/19/2011,-0.0155,0.0016,-0.0037,0,
08/22/2011,-0.0003,0.0008,-0.0081,0,
08/23/2011,0.036,0.0124,-0.008,0,
08/24/2011,0.0135,-0.0015,0.0096,0,
08/25/2011,-0.0167,-0.0099,0.0054,0,
08/26/2011,0.0174,0.0091,-0.0106,0,
08/29/2011,0.0311,0.0156,0.0082,0,
08/30/2011,0.0032,0.0026,-0.0077,0,
08/31/2011,0.0042,-0.0073,0.0026,0,
09/01/2011,-0.0133,-0.011,-0.0077,0,
09/02/2011,-0.0264,-0.0081,-0.0067,0,
09/06/2011,-0.0071,0.005,-0.0064,0,
09/07/2011,0.0306,0.0094,0.0092,0,
09/08/2011,-0.0118,-0.0076,-0.0056,0,
09/09/2011,-0.0265,-0.0017,0.0003,0,
09/12/2011,0.0068,0.0001,0.0031,0,
09/13/2011,0.0112,0.0076,-0.0041,0,
09/14/2011,0.0145,0.0044,-0.004,0,
09/15/2011,0.0164,-0.0055,0.0054,0,
09/16/2011,0.0047,-0.0039,-0.0035,0,
09/19/2011,-0.0099,-0.0053,-0.0123,0,
09/20/2011,-0.0045,-0.0149,0.0024,0,
09/21/2011,-0.0292,-0.0036,-0.0123,0,
09/22/2011,-0.0329,0.0012,0.0046,0,
09/23/2011,0.0074,0.0066,-0.0002,0,
09/26/2011,0.0228,-0.0064,0.0124,0,
09/27/2011,0.0122,0.0107,-0.0055,0,
09/28/2011,-0.0229,-0.0165,-0.0018,0,
09/29/2011,0.0077,0.0058,0.0204,0,
09/30/2011,-0.025,-0.0016,-0.0008,0,
10/03/2011,-0.0318,-0.0192,-0.0062,0,
10/04/2011,0.0268,0.0361,0.0034,0,
10/05/2011,0.0192,-0.002,-0.0045,0,
10/06/2011,0.0194,0.0025,0.0051,0,
10/07/2011,-0.0098,-0.0127,-0.0134,0,
10/10/2011,0.0344,0.0047,0.006,0,
10/11/2011,0.0015,0.0069,-0.0017,0,
10/12/2011,0.0107,0.005,0.009,0,
10/13/2011,-0.0021,0.0025,-0.0121,0,
10/14/2011,0.0172,0.0015,-0.0037,0,
10/17/2011,-0.0206,-0.0129,-0.0045,0,
10/18/2011,0.0211,0.0063,0.0151,0,
10/19/2011,-0.0138,-0.0077,0.0037,0,
10/20/2011,0.0042,-0.003,0.007,0,
10/21/2011,0.0192,0.0014,0.0001,0,
10/24/2011,0.0159,0.0176,-0.0038,0,
10/25/2011,-0.0213,-0.0089,-0.0034,0,
10/26/2011,0.0112,0.007,0.0078,0,
10/27/2011,0.0354,0.0141,0.0083,0,
10/28/2011,-0.0001,-0.0057,-0.0045,0,
10/31/2011,-0.025,0.0005,-0.008,0,
11/01/2011,-0.0286,-0.0053,-0.0108,0,
11/02/2011,0.0172,0.0077,0.01,0,
11/03/2011,0.0197,0.0059,-0.0012,0,
11/04/2011,-0.0053,0.0003,-0.0058,0,
11/07/2011,0.0048,-0.0071,0.004,0,
11/08/2011,0.0121,0,0.0047,0,
11/09/2011,-0.0378,-0.0081,-0.0064,0,
11/10/2011,0.0083,0.0005,0.0057,0,
11/11/2011,0.0198,0.0048,-0.0022,0,
11/14/2011,-0.0092,-0.0047,-0.008,0,
11/15/2011,0.0056,0.0088,-0.0026,0,
11/16/2011,-0.0164,-0.0016,-0.0019,0,
11/17/2011,-0.0165,0.0019,0.0019,0,
11/18/2011,-0.0007,0.0006,0.0091,0,
11/21/2011,-0.0187,-0.005,-0.0007,0,
11/22/2011,-0.0044,-0.0026,-0.0056,0,
11/23/2011,-0.0229,-0.007,-0.0029,0,
11/25/2011,-0.0034,-0.01,0.0047,0,
11/28/2011,0.031,0.0162,-0.007,0,
11/29/2011,0.0018,-0.0049,0.0017,0,
11/30/2011,0.0444,0.0105,0.0108,0,
12/01/2011,-0.0022,-0.005,-0.0065,0,
12/02/2011,0.0005,0.0045,0.0064,0,
12/05/2011,0.0109,0.0027,0.003,0,
12/06/2011,0.0004,-0.0008,0.0008,0,
12/07/2011,0.0016,-0.0031,0.0073,0,
12/08/2011,-0.0223,-0.0074,-0.0099,0,
12/09/2011,0.0183,0.0132,0.0007,0,
12/12/2011,-0.0148,0.0004,-0.0044,0,
12/13/2011,-0.0105,-0.0104,0.0012,0,
12/14/2011,-0.0121,-0.0026,0.0091,0,
12/15/2011,0.004,0.0065,0.0012,0,
12/16/2011,0.0045,0.0023,-0.001,0,
12/19/2011,-0.0131,-0.0043,-0.007,0,
12/20/2011,0.031,0.008,0.0031,0,
12/21/2011,0.002,-0.0003,0.0131,0,
12/22/2011,0.0083,-0.0021,0.0069,0,
12/23/2011,0.0084,-0.0058,-0.0016,0,
12/27/2011,0.0004,0.0047,-0.0052,0,
12/28/2011,-0.0134,-0.0073,-0.0004,0,
12/29/2011,0.011,0.0019,0.0024,0,
12/30/2011,-0.004,-0.0007,-0.0014,0,
01/03/2012,0.015,-0.0016,0.0087,0,
01/04/2012,0,-0.0066,0.0009,0,
01/05/2012,0.0039,0.0019,0.0014,0,
01/06/2012,-0.0019,0.0001,-0.0026,0,
01/09/2012,0.0028,0.0023,-0.0005,0,
01/10/2012,0.0097,0.004,0.004,0,
01/11/2012,0.0013,0.0016,0.0035,0,
01/12/2012,0.0031,0.003,0.0001,0,
01/13/2012,-0.0052,-0.0026,-0.0045,0,
01/17/2012,0.0036,-0.0011,-0.0072,0,
01/18/2012,0.0122,0.0056,0.0015,0,
01/19/2012,0.0051,-0.0015,-0.0022,0,
01/20/2012,0.0003,0.0024,0.0065,0,
01/23/2012,0.0002,-0.0027,0.0013,0,
01/24/2012,0,0.0084,-0.004,0,
01/25/2012,0.0091,0.0011,-0.0072,0,
01/26/2012,-0.0059,0.0025,-0.0055,0,
01/27/2012,0.0001,0.0085,-0.0011,0,
01/30/2012,-0.0031,-0.0045,-0.003,0,
01/31/2012,-0.0005,-0.0005,0.0002,0,
02/01/2012,0.011,0.0112,0.0036,0,
02/02/2012,0.0017,0.0041,-0.0005,0,
02/03/2012,0.0158,0.0059,0.0033,0,
02/06/2012,-0.0005,-0.0027,-0.002,0,
02/07/2012,0.0016,-0.0029,-0.0009,0,
02/08/2012,0.0025,-0.0013,0.0042,0,
02/09/2012,0.0015,-0.0035,-0.0038,0,
02/10/2012,-0.0075,-0.0059,-0.001,0,
02/13/2012,0.0075,0.0059,-0.0006,0,
02/14/2012,-0.0009,-0.0041,-0.0041,0,
02/15/2012,-0.005,-0.0023,0.001,0,
02/16/2012,0.0127,0.0069,0.0028,0,
02/17/2012,0.0016,-0.003,0.005,0,
02/21/2012,-0.0005,-0.0066,0.0037,0,
02/22/2012,-0.0039,-0.0038,-0.0064,0,
02/23/2012,0.0056,0.0091,-0.0008,0,
02/24/2012,0.0015,-0.0044,-0.0065,0,
02/27/2012,0.0014,-0.0021,0.0036,0,
02/28/2012,0.0028,-0.0063,-0.0014,0,
02/29/2012,-0.0055,-0.0103,0.002,0,
03/01/2012,0.0064,-0.0023,0.0002,0,
03/02/2012,-0.0046,-0.0126,0,0,
03/05/2012,-0.004,0.0045,0.0026,0,
03/06/2012,-0.0162,-0.0033,-0.0033,0,
03/07/2012,0.008,0.0031,0.0022,0,
03/08/2012,0.0107,0.0037,-0.003,0,
03/09/2012,0.0049,0.009,0.0015,0,
03/12/2012,-0.0007,-0.0021,-0.0003,0,
03/13/2012,0.0186,0.0009,0.0089,0,
03/14/2012,-0.0023,-0.0062,-0.0022,0,
03/15/2012,0.0067,0.0027,0.0051,0,
03/16/2012,0.0006,-0.0027,0.0039,0,
03/19/2012,0.0041,0.0052,-0.001,0,
03/20/2012,-0.0039,-0.0065,0.0031,0,
03/21/2012,-0.001,0.003,-0.004,0,
03/22/2012,-0.0074,-0.0013,-0.0043,0,
03/23/2012,0.0039,0.0059,0.0032,0,
03/26/2012,0.0145,0.0047,-0.0024,0,
03/27/2012,-0.003,-0.0034,-0.0032,0,
03/28/2012,-0.0051,-0.0002,0.0042,0,
03/29/2012,-0.0016,-0.0002,-0.0023,0,
03/30/2012,0.0028,-0.0071,-0.0004,0,
04/02/2012,0.0077,0.0034,0.0004,0,
04/03/2012,-0.0034,-0.0029,-0.0032,0,
04/04/2012,-0.0111,-0.0058,0.0004,0,
04/05/2012,-0.0003,-0.0008,-0.0048,0,
04/09/2012,-0.0121,-0.0045,-0.0004,0,
04/10/2012,-0.0185,-0.0041,0.0009,0,
04/11/2012,0.0085,0.0076,0.0028,0,
04/12/2012,0.0144,0.0007,0.0031,0,
04/13/2012,-0.0125,-0.0015,-0.0076,0,
04/16/2012,-0.0009,0.0014,0.0085,0,
04/17/2012,0.0155,0.0006,-0.0024,0,
04/18/2012,-0.0043,-0.0048,-0.0041,0,
04/19/2012,-0.0057,-0.0004,0.003,0,
04/20/2012,0.0011,0.0054,-0.0009,0,
04/23/2012,-0.0095,-0.0057,0.0015,0,
04/24/2012,0.0029,0.0022,0.0099,0,
04/25/2012,0.0144,0.0041,-0.0104,0,
04/26/2012,0.0075,-0.0004,-0.0003,0,
04/27/2012,0.0035,0.0071,-0.0018,0,
04/30/2012,-0.0049,-0.0061,0.0009,0,
05/01/2012,0.0048,-0.0084,0.0039,0,
05/02/2012,-0.0015,0.007,-0.0059,0,
05/03/2012,-0.0092,-0.0064,0.0011,0,
05/04/2012,-0.0162,-0.0021,0.0012,0,
05/07/2012,0.0004,0.0014,0.0049,0,
05/08/2012,-0.0041,0.0035,0.0036,0,
05/09/2012,-0.0062,0.0017,-0.0025,0,
05/10/2012,0.0029,0.0006,0.0056,0,
05/11/2012,-0.0029,0.0022,-0.0094,0,
05/14/2012,-0.0114,-0.0007,-0.0011,0,
05/15/2012,-0.0052,0.0051,-0.0021,0,
05/16/2012,-0.0044,-0.0017,-0.0044,0,
05/17/2012,-0.0164,-0.0052,0.0043,0,
05/18/2012,-0.008,-0.0018,0.0016,0,
05/21/2012,0.0169,0.0067,-0.0118,0,
05/22/2012,0,-0.0086,0.0029,0,
05/23/2012,0.0026,0.0049,-0.0027,0,
05/24/2012,0.0016,-0.0002,0.002,0,
05/25/2012,-0.0016,0.0023,-0.001,0,
05/29/2012,0.0114,0.0017,-0.0001,0,
05/30/2012,-0.0147,-0.0028,-0.0025,0,
05/31/2012,-0.0023,0.0014,0.0056,0,
06/01/2012,-0.026,-0.0054,0.0021,0,
06/04/2012,-0.0005,0.001,-0.0056,0,
06/05/2012,0.0068,0.0027,0.0007,0,
06/06/2012,0.0232,0.0007,0.0022,0,
06/07/2012,-0.001,-0.0046,0.0013,0,
06/08/2012,0.0085,0.0021,0.0001,0,
06/11/2012,-0.014,-0.0088,-0.0005,0,
06/12/2012,0.0116,0.001,0.0009,0,
06/13/2012,-0.0077,-0.0051,0.0036,0,
06/14/2012,0.0104,0.0018,0.0037,0,
06/15/2012,0.0107,0.0011,-0.0006,0,
06/18/2012,0.0021,0.0012,-0.0085,0,
06/19/2012,0.0109,0.0069,0.0015,0,
06/20/2012,-0.0014,-0.001,0.0015,0,
06/21/2012,-0.0226,-0.0009,0.0012,0,
06/22/2012,0.0079,0.0067,0.0007,0,
06/25/2012,-0.0162,0.0008,-0.0014,0,
06/26/2012,0.0052,-0.0012,-0.0006,0,
06/27/2012,0.0092,0.0039,0.0048,0,
06/28/2012,-0.0024,0.0016,0.0043,0,
06/29/2012,0.0255,0.0039,-0.007,0,
07/02/2012,0.0033,0.0072,-0.0004,0,
07/03/2012,0.0076,0.0071,0.0007,0,
07/05/2012,-0.0036,0.0058,-0.0088,0,
07/06/2012,-0.0099,-0.0042,0.0036,0,
07/09/2012,-0.0023,-0.0026,-0.0025,0,
07/10/2012,-0.0084,-0.0038,0.0031,0,
07/11/2012,-0.0008,-0.004,0.0074,0,
07/12/2012,-0.005,0.0023,-0.0082,0,
07/13/2012,0.0162,-0.004,0.0057,0,
07/16/2012,-0.0031,-0.0041,-0.0026,0,
07/17/2012,0.0067,-0.0054,0.0024,0,
07/18/2012,0.0071,0.003,-0.0079,0,
07/19/2012,0.0027,-0.0035,-0.0098,0,
07/20/2012,-0.0106,-0.0032,0.0007,0,
07/23/2012,-0.0102,-0.007,0.002,0,
07/24/2012,-0.0099,-0.0057,0.0026,0,
07/25/2012,-0.0001,0.0027,-0.0005,0,
07/26/2012,0.0153,-0.0082,0.0039,0,
07/27/2012,0.0196,0.0059,0.0007,0,
07/30/2012,-0.0013,-0.004,0.0026,0,
07/31/2012,-0.0047,0,0.0026,0,
08/01/2012,-0.005,-0.016,0.0028,0,
08/02/2012,-0.0069,0.0025,-0.0041,0,
08/03/2012,0.0199,0.0054,0.0056,0,
08/06/2012,0.0034,0.0057,0.0007,0,
08/07/2012,0.0064,0.0033,0.0007,0,
08/08/2012,0.0009,-0.0025,0.0057,0,
08/09/2012,0.0012,0.0037,0.001,0,
08/10/2012,0.0017,-0.0034,-0.0002,0,
08/13/2012,-0.0014,-0.0015,0,0,
08/14/2012,-0.0003,-0.0043,-0.0005,0,
08/15/2012,0.0027,0.0074,-0.0007,0,
08/16/2012,0.0075,0.0047,-0.0017,0,
08/17/2012,0.0027,0.0059,0.0011,0,
08/20/2012,-0.0006,-0.0046,0.0059,0,
08/21/2012,-0.0031,0.001,0.004,0,
08/22/2012,0,-0.0044,-0.0035,0,
08/23/2012,-0.0078,-0.0001,-0.0035,0,
08/24/2012,0.0061,-0.0027,-0.0003,0,
08/27/2012,-0.0006,0.0012,-0.0012,0,
08/28/2012,0.0001,0.006,-0.0009,0,
08/29/2012,0.0015,0.0025,0.0012,0,
08/30/2012,-0.008,-0.0045,0,0,
08/31/2012,0.0052,-0.0007,0,0,
09/04/2012,0.0008,0.0097,-0.0017,0,
09/05/2012,-0.0005,-0.0007,0.0031,0,
09/06/2012,0.0207,-0.001,0.0034,0,
09/07/2012,0.0045,-0.0001,0.0078,0,
09/10/2012,-0.0057,0.0029,-0.0007,0,
09/11/2012,0.0028,0.0002,0.0054,0,
09/12/2012,0.0027,0.0012,0.0031,0,
09/13/2012,0.0156,-0.004,0.0056,0,
09/14/2012,0.0054,0.0056,0.0048,0,
09/17/2012,-0.0042,-0.0018,-0.0079,0,
09/18/2012,-0.0015,-0.0001,-0.0024,0,
09/19/2012,0.0018,-0.0015,0.0005,0,
09/20/2012,-0.0013,-0.0042,-0.0017,0,
09/21/2012,0.0004,0.0049,-0.0003,0,
09/24/2012,-0.0026,-0.0022,0.0033,0,
09/25/2012,-0.0111,-0.0034,-0.0036,0,
09/26/2012,-0.0057,-0.0003,0.0004,0,
09/27/2012,0.0099,0.0024,-0.0015,0,
09/28/2012,-0.0046,-0.0031,-0.0025,0,
10/01/2012,0.0026,0.0007,0.0024,0,
10/02/2012,0.001,-0.0015,0.0027,0,
10/03/2012,0.0036,-0.0066,-0.0002,0,
10/04/2012,0.0076,-0.002,0.0077,0,
10/05/2012,-0.0003,-0.0018,0.0022,0,
10/08/2012,-0.0036,-0.0024,0.0022,0,
10/09/2012,-0.0105,-0.003,0.0035,0,
10/10/2012,-0.0058,0.0038,0.0026,0,
10/11/2012,0.0011,0.0033,0.0068,0,
10/12/2012,-0.0034,-0.0031,-0.009,0,
10/15/2012,0.0079,-0.0015,0.0017,0,
10/16/2012,0.01,-0.0021,-0.0024,0,
10/17/2012,0.0049,0.0015,0.0113,0,
10/18/2012,-0.0031,-0.0059,0.0027,0,
10/19/2012,-0.0168,-0.004,0.0047,0,
10/22/2012,0.0001,-0.0004,0.0018,0,
10/23/2012,-0.0129,0.0098,-0.0051,0,
10/24/2012,-0.0028,-0.0015,0.0043,0,
10/25/2012,0.0027,0.0017,-0.0008,0,
10/26/2012,-0.0007,-0.0013,-0.004,0,
10/31/2012,0.0014,0.005,0.0037,0,
11/01/2012,0.0119,0.0015,0.0021,0,
11/02/2012,-0.0104,-0.0055,0.0025,0,
11/05/2012,0.0028,0.0043,-0.0022,0,
11/06/2012,0.008,-0.0004,0.0055,0,
11/07/2012,-0.0231,-0.0003,-0.0146,0,
11/08/2012,-0.0124,-0.0028,0.0042,0,
11/09/2012,0.0015,0.0003,-0.0015,0,
11/12/2012,0,-0.0018,0.0005,0,
11/13/2012,-0.004,-0.0021,-0.003,0,
11/14/2012,-0.014,-0.0036,-0.0024,0,
11/15/2012,-0.0024,-0.0043,0.0017,0,
11/16/2012,0.0058,0.0008,0.0003,0,
11/19/2012,0.0198,0.0025,0,0,
11/20/2012,0.0011,-0.0006,0.0015,0,
11/21/2012,0.0031,0.0038,-0.0006,0,
11/23/2012,0.0128,-0.0015,0.0007,0,
11/26/2012,-0.0014,0.0054,-0.0017,0,
11/27/2012,-0.0043,0.0044,-0.0022,0,
